hh_num,community_factor,age,sex_factor,race_factor,marriage_factor,housesize,property_factor,energy_factor,income,waterperson_factor,drinking,multiple,share,treat_domestic2,treat_drinking2,storage,cistern_elevated2,days_noservice,hours_noservice,intermittency
388,Borbon,>60,mujer/otro,afro-ecuatoriano,divorced/separated/widowed,Small (up to 3),Yes,Continuous,<= $394,Adult man,Bottled water,single,no,treatment,none,no store,yes,3,19,148
389,Maldonado,47-60,mujer/otro,afro-ecuatoriano,soltero,Medium (4-6),Yes,Interrupted,<= $394,Adult woman,Bottled water,single,no,none,none,store,no,0,22,154
390,Borbon,47-60,hombre,afro-ecuatoriano,soltero,Small (up to 3),Yes,Interrupted,>394,Adult man,Bottled water,single,no,treatment,none,no store,no,2,16,128
390,Maldonado,36-46,hombre,afro-ecuatoriano,casado.o.union.libre,Large (more than 6),Yes,Interrupted,Skipped,Adult woman,Bottled water,multiple,no,none,none,store,no,0,23,161
392,Maldonado,36-46,mujer/otro,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Interrupted,>394,Adult woman,Bottled water,single,no,none,none,store,no,0,22,154
393,Borbon,<36,mujer/otro,afro-ecuatoriano,soltero,Small (up to 3),Yes,Continuous,Skipped,Adult woman,Bottled water,single,no,treatment,none,store,no,4,18,150
394,Maldonado,47-60,mujer/otro,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),Yes,Continuous,>394,Adult woman,Bottled water,single,no,treatment,none,no store,no,0,22,154
396,Maldonado,>60,hombre,afro-ecuatoriano,casado.o.union.libre,Large (more than 6),Yes,Interrupted,>394,Adult woman,Bottled water,single,no,none,none,store,no,0,22,154
399,Maldonado,47-60,mujer/otro,afro-ecuatoriano,soltero,Small (up to 3),Yes,Interrupted,>394,Adult woman,Bottled water,single,no,treatment,none,no store,yes,4,22,162
400,Maldonado,>60,mujer/otro,afro-ecuatoriano,soltero,Small (up to 3),Yes,Interrupted,>394,Adult woman,Bottled water,single,no,treatment,none,store,no,4,22,162
402,Borbon,36-46,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Continuous,>394,Adult woman,Bottled water,single,no,none,none,store,no,4,22,162
403,Maldonado,<36,hombre,afro-ecuatoriano,soltero,Small (up to 3),Yes,Interrupted,>394,Adult man,Bottled water,single,no,treatment,none,store,yes,5,23,166
403,Borbon,<36,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Continuous,<= $394,Adult woman,Bottled water,single,no,none,none,store,no,4,22,162
403,Borbon,47-60,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Continuous,Skipped,Adult woman,Bottled water,single,no,none,none,store,no,4,22,162
406,Maldonado,47-60,hombre,mestizo,soltero,Small (up to 3),Yes,Interrupted,Skipped,Adult man,Bottled water,single,no,treatment,none,store,no,5,22,164
407,Borbon,47-60,mujer/otro,afro-ecuatoriano,soltero,Medium (4-6),Yes,Continuous,Skipped,Adult woman,Bottled water,multiple,no,treatment,none,store,no,5,18,156
407,Maldonado,>60,hombre,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),Yes,Interrupted,>394,Adult man,Bottled water,single,no,treatment,none,store,no,3,21,156
409,Borbon,47-60,mujer/otro,afro-ecuatoriano,soltero,Medium (4-6),Yes,Continuous,<= $394,Adult woman,Bottled water,single,no,none,none,store,no,6,19,163
410,Borbon,<36,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Continuous,Skipped,Adult man,Bottled water,single,no,treatment,none,store,no,5,18,156
410,Maldonado,<36,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Interrupted,Skipped,Adult man,Bottled water,single,no,treatment,none,store,no,5,23,166
412,Borbon,47-60,mujer/otro,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),Yes,Continuous,Skipped,Adult man,Bottled water,single,no,treatment,none,store,no,4,20,156
413,Maldonado,47-60,mujer/otro,afro-ecuatoriano,soltero,Small (up to 3),No,Interrupted,Skipped,Adult woman,Bottled water,single,no,treatment,none,store,no,6,23,167
415,Borbon,47-60,mujer/otro,afro-ecuatoriano,soltero,Small (up to 3),Yes,Continuous,>394,Adult man,Bottled water,single,no,treatment,none,store,no,4,17,147
415,Maldonado,36-46,mujer/otro,afro-ecuatoriano,soltero,Small (up to 3),Yes,Interrupted,<= $394,Adult woman,Bottled water,single,no,treatment,none,store,no,5,23,166
416,Maldonado,36-46,hombre,mestizo,casado.o.union.libre,Medium (4-6),Yes,Interrupted,Skipped,Adult woman,Bottled water,single,no,none,none,store,no,1,9,78
419,Maldonado,36-46,hombre,afro-ecuatoriano,casado.o.union.libre,Large (more than 6),Yes,Interrupted,>394,Adult man,Bottled water,single,no,treatment,none,store,no,5,23,166
420,Maldonado,47-60,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Interrupted,>394,Adult man,Bottled water,single,no,treatment,none,store,no,4,23,165
421,Borbon,36-46,mujer/otro,afro-ecuatoriano,soltero,Medium (4-6),Yes,Continuous,>394,Adult woman,Bottled water,single,no,treatment,none,store,no,4,18,150
423,Borbon,>60,mujer/otro,afro-ecuatoriano,divorced/separated/widowed,Small (up to 3),Yes,Continuous,Skipped,Adult man,Bottled water,multiple,no,treatment,none,no store,no,3,17,140
423,Maldonado,<36,hombre,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),No,Interrupted,<= $394,Adult man,Bottled water,single,no,treatment,none,store,no,4,22,162
425,Borbon,36-46,mujer/otro,afro-ecuatoriano,soltero,Medium (4-6),No,Continuous,Skipped,Adult woman,Bottled water,single,no,treatment,none,store,no,4,19,153
425,Maldonado,<36,hombre,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),No,Interrupted,<= $394,Adult man,Bottled water,single,no,treatment,none,no store,no,4,22,162
426,Borbon,>60,mujer/otro,mestizo,divorced/separated/widowed,Medium (4-6),Yes,Continuous,>394,Adult man,Bottled water,single,no,treatment,none,no store,yes,3,18,144
428,Maldonado,36-46,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Interrupted,>394,Adult man,Bottled water,single,no,treatment,none,store,no,5,22,164
428,Borbon,>60,hombre,mestizo,soltero,Small (up to 3),Yes,Continuous,>394,Adult man,Bottled water,single,no,treatment,none,store,yes,4,18,150
429,Borbon,36-46,mujer/otro,afro-ecuatoriano,soltero,Small (up to 3),Yes,Continuous,<= $394,Adult man,Bottled water,single,no,treatment,none,store,yes,4,20,156
430,Borbon,47-60,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Continuous,<= $394,Adult woman,Bottled water,single,no,treatment,none,no store,no,3,17,140
430,Maldonado,<36,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Interrupted,>394,Adult man,Bottled water,single,no,treatment,none,store,yes,3,22,160
431,Borbon,>60,hombre,afro-ecuatoriano,divorced/separated/widowed,Medium (4-6),Yes,Continuous,<= $394,Adult man,Bottled water,single,no,treatment,none,no store,no,4,18,150
432,Borbon,>60,mujer/otro,mestizo,divorced/separated/widowed,Small (up to 3),Yes,Interrupted,Skipped,Adult man,No bottled water,multiple,no,none,none,store,no,4,20,156
433,Borbon,47-60,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Continuous,>394,Adult woman,Bottled water,single,no,treatment,none,store,no,3,17,140
433,Maldonado,47-60,hombre,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),Yes,Interrupted,>394,Adult man,Bottled water,single,no,treatment,none,store,yes,2,23,163
436,Maldonado,<36,hombre,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),Yes,Interrupted,Skipped,Adult woman,Bottled water,single,no,none,none,store,no,3,9,108
437,Maldonado,36-46,hombre,afro-ecuatoriano,casado.o.union.libre,Large (more than 6),No,Interrupted,Skipped,Adult man,Bottled water,single,no,treatment,none,no store,no,5,23,166
438,Maldonado,>60,hombre,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),Yes,Interrupted,>394,Adult man,Bottled water,single,no,treatment,treatment,store,yes,3,21,156
439,Borbon,>60,mujer/otro,mestizo,soltero,Small (up to 3),Yes,Continuous,<= $394,Adult man,Bottled water,multiple,no,treatment,treatment,store,no,5,18,156
440,Borbon,47-60,hombre,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),Yes,Continuous,Skipped,Adult man,Bottled water,single,no,treatment,none,no store,no,3,18,144
441,Borbon,>60,mujer/otro,afro-ecuatoriano,soltero,Medium (4-6),Yes,Interrupted,Skipped,Adult man,Bottled water,single,no,none,none,store,no,7,24,168
443,Maldonado,47-60,mujer/otro,afro-ecuatoriano,divorced/separated/widowed,Large (more than 6),Yes,Interrupted,>394,Adult man,Bottled water,single,no,treatment,none,store,no,6,23,167
445,Borbon,36-46,mujer/otro,mestizo,soltero,Medium (4-6),Yes,Continuous,<= $394,Adult woman,Bottled water,single,no,treatment,none,store,no,4,15,141
445,Borbon,<36,mujer/otro,afro-ecuatoriano,soltero,Medium (4-6),Yes,Continuous,<= $394,Adult woman,Bottled water,single,no,treatment,none,store,no,4,15,141
446,Borbon,47-60,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Continuous,>394,Adult man,Bottled water,single,no,none,none,store,yes,4,20,156
448,Borbon,47-60,mujer/otro,afro-ecuatoriano,soltero,Medium (4-6),Yes,Continuous,>394,Adult woman,Bottled water,single,no,none,none,store,no,4,22,162
450,Maldonado,>60,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Interrupted,Skipped,Adult man,Bottled water,single,no,none,none,store,no,2,19,143
451,Borbon,47-60,hombre,afro-ecuatoriano,soltero,Medium (4-6),Yes,Continuous,Skipped,Adult man,Bottled water,single,no,treatment,none,store,no,5,18,156
453,Borbon,47-60,hombre,mestizo,casado.o.union.libre,Large (more than 6),Yes,Interrupted,Skipped,Adult man,Bottled water,single,no,none,none,store,no,4,20,156
463,Borbon,>60,mujer/otro,mestizo,soltero,Small (up to 3),Yes,Continuous,<= $394,Adult woman,Bottled water,single,no,treatment,none,store,no,4,18,150
464,Borbon,47-60,mujer/otro,afro-ecuatoriano,soltero,Small (up to 3),Yes,Continuous,Skipped,Adult woman,Bottled water,single,no,treatment,none,store,no,5,18,156
464,Maldonado,36-46,mujer/otro,afro-ecuatoriano,soltero,Medium (4-6),Yes,Interrupted,Skipped,Adult man,Bottled water,single,no,treatment,none,store,no,4,22,162
465,Maldonado,>60,hombre,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),Yes,Interrupted,Skipped,Adult woman,Bottled water,single,no,none,none,store,no,2,9,93
466,Borbon,47-60,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),No,Continuous,Skipped,Adult man,Bottled water,single,no,treatment,none,store,no,5,20,160
467,Borbon,36-46,mujer/otro,afro-ecuatoriano,soltero,Medium (4-6),Yes,Continuous,<= $394,Adult man,Bottled water,multiple,no,treatment,treatment,store,no,4,0,96
468,Borbon,47-60,hombre,mestizo,casado.o.union.libre,Small (up to 3),Yes,Continuous,>394,Adult woman,Bottled water,single,no,treatment,none,store,yes,5,20,160
468,Maldonado,>60,mujer/otro,mestizo,casado.o.union.libre,Small (up to 3),Yes,Interrupted,Skipped,Adult woman,Bottled water,single,no,treatment,none,store,no,3,21,156
469,Borbon,>60,hombre,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),Yes,Interrupted,<= $394,Adult man,No bottled water,single,no,treatment,treatment,store,no,4,18,150
469,Maldonado,47-60,hombre,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),Yes,Interrupted,Skipped,Adult woman,Bottled water,single,no,none,none,store,yes,2,9,93
470,Borbon,47-60,mujer/otro,mestizo,soltero,Medium (4-6),Yes,Continuous,>394,Adult man,Bottled water,single,no,treatment,none,store,yes,4,16,144
470,Maldonado,>60,hombre,afro-ecuatoriano,divorced/separated/widowed,Small (up to 3),Yes,Interrupted,Skipped,Adult woman,Bottled water,single,no,none,none,store,no,1,9,78
471,Borbon,>60,mujer/otro,afro-ecuatoriano,soltero,Medium (4-6),No,Continuous,<= $394,Adult woman,Bottled water,single,no,treatment,none,store,no,4,0,96
473,Maldonado,>60,hombre,afro-ecuatoriano,soltero,Small (up to 3),No,Interrupted,Skipped,Adult woman,Bottled water,single,no,none,none,store,no,3,9,108
474,Borbon,47-60,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Continuous,>394,Adult man,Bottled water,single,no,treatment,none,store,no,3,19,148
474,Maldonado,>60,hombre,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),Yes,Interrupted,Skipped,Adult woman,Bottled water,single,no,none,none,store,no,1,9,78
475,Borbon,<36,hombre,afro-ecuatoriano,soltero,Small (up to 3),Yes,Continuous,<= $394,Adult man,Bottled water,single,no,treatment,none,no store,no,4,18,150
476,Maldonado,47-60,hombre,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),Yes,Interrupted,Skipped,Adult woman,Bottled water,single,no,none,none,store,no,3,20,152
477,Maldonado,36-46,hombre,mestizo,casado.o.union.libre,Medium (4-6),No,Interrupted,Skipped,Adult woman,Bottled water,single,no,none,none,store,no,1,9,78
478,Maldonado,36-46,mujer/otro,afro-ecuatoriano,divorced/separated/widowed,Small (up to 3),Yes,Interrupted,Skipped,Adult woman,Bottled water,single,no,none,none,store,no,2,9,93
481,Borbon,36-46,mujer/otro,mestizo,soltero,Medium (4-6),Yes,Continuous,Skipped,Adult man,Bottled water,single,no,treatment,none,store,no,2,16,128
481,Maldonado,<36,hombre,afro-ecuatoriano,soltero,Small (up to 3),Yes,Continuous,Skipped,Adult man,Bottled water,single,no,none,none,store,no,1,22,156
482,Borbon,47-60,hombre,mestizo,casado.o.union.libre,Small (up to 3),Yes,Continuous,Skipped,Adult woman,Bottled water,single,no,treatment,treatment,store,yes,5,17,154
483,Borbon,47-60,mujer/otro,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Continuous,>394,Adult man,Bottled water,single,no,treatment,none,store,no,5,18,156
485,Borbon,>60,hombre,afro-ecuatoriano,soltero,Small (up to 3),No,Continuous,<= $394,Adult man,Bottled water,single,no,none,none,no store,no,5,19,158
486,Borbon,47-60,hombre,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),Yes,Continuous,>394,Adult woman,Bottled water,single,no,treatment,none,store,yes,3,17,140
490,Maldonado,<36,mujer/otro,afro-ecuatoriano,soltero,Small (up to 3),Yes,Continuous,<= $394,Adult woman,Bottled water,single,no,none,none,store,no,0,21,147
491,Borbon,<36,hombre,mestizo,casado.o.union.libre,Small (up to 3),No,Continuous,<= $394,Adult man,Bottled water,single,no,treatment,none,no store,yes,0,12,84
493,Borbon,>60,hombre,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),Yes,Continuous,Skipped,Adult man,Bottled water,single,no,treatment,none,no store,yes,5,18,156
493,Maldonado,36-46,mujer/otro,mestizo,soltero,Medium (4-6),Yes,Continuous,>394,Adult woman,Bottled water,single,no,none,none,no store,no,2,22,158
494,Maldonado,36-46,mujer/otro,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Continuous,<= $394,Adult woman,Bottled water,single,no,treatment,none,store,yes,0,22,154
496,Borbon,47-60,hombre,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),Yes,Continuous,>394,Adult man,Bottled water,single,no,treatment,none,no store,yes,4,16,144
496,Maldonado,<36,mujer/otro,afro-ecuatoriano,soltero,Medium (4-6),No,Continuous,Skipped,Adult woman,Bottled water,single,no,treatment,none,store,no,2,22,158
497,Borbon,36-46,mujer/otro,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),Yes,Continuous,<= $394,Adult woman,Bottled water,single,no,treatment,none,no store,no,4,17,147
498,Borbon,<36,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Continuous,Skipped,Adult man,Bottled water,single,no,treatment,none,store,no,4,16,144
498,Maldonado,>60,mujer/otro,afro-ecuatoriano,soltero,Small (up to 3),Yes,Continuous,<= $394,Adult woman,Bottled water,single,no,none,none,store,no,2,22,158
501,Borbon,36-46,hombre,afro-ecuatoriano,soltero,Small (up to 3),Yes,Interrupted,>394,Adult man,Bottled water,single,no,treatment,none,no store,yes,4,19,153
502,Borbon,36-46,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Continuous,>394,Adult man,Bottled water,single,no,treatment,treatment,store,yes,4,16,144
504,Borbon,>60,hombre,mestizo,casado.o.union.libre,Small (up to 3),Yes,Continuous,Skipped,Adult woman,Bottled water,single,no,treatment,none,no store,yes,4,20,156
506,Borbon,>60,hombre,mestizo,casado.o.union.libre,Small (up to 3),Yes,Interrupted,Skipped,Adult man,Bottled water,single,no,none,none,store,no,2,9,93
509,Maldonado,>60,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Continuous,Skipped,Adult man,Bottled water,single,no,none,none,no store,no,1,22,156
510,Borbon,>60,mujer/otro,afro-ecuatoriano,soltero,Medium (4-6),Yes,Interrupted,Skipped,Adult woman,Bottled water,multiple,no,none,none,store,no,4,20,156
511,Borbon,>60,hombre,afro-ecuatoriano,soltero,Small (up to 3),Yes,Continuous,>394,Adult man,Bottled water,single,no,none,none,store,no,3,14,128
515,Borbon,>60,hombre,mestizo,soltero,Small (up to 3),Yes,Continuous,Skipped,Adult woman,Bottled water,single,no,none,none,store,no,5,20,160
516,Borbon,47-60,hombre,mestizo,casado.o.union.libre,Small (up to 3),Yes,Interrupted,Skipped,Adult man,Bottled water,single,no,none,none,store,no,4,19,153
517,Borbon,47-60,mujer/otro,mestizo,casado.o.union.libre,Medium (4-6),Yes,Continuous,>394,Adult man,Bottled water,single,no,treatment,none,store,yes,4,18,150
517,Maldonado,47-60,hombre,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),Yes,Interrupted,Skipped,Adult man,Bottled water,single,no,treatment,none,store,no,5,23,166
520,Borbon,>60,hombre,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),Yes,Interrupted,>394,Adult man,Bottled water,single,no,none,treatment,store,yes,3,19,148
521,Borbon,>60,mujer/otro,afro-ecuatoriano,divorced/separated/widowed,Small (up to 3),Yes,Interrupted,Skipped,Adult woman,Bottled water,single,no,none,none,no store,yes,3,21,156
522,Borbon,>60,mujer/otro,afro-ecuatoriano,soltero,Small (up to 3),Yes,Interrupted,Skipped,Adult woman,Bottled water,single,no,none,none,no store,no,3,21,156
523,Borbon,47-60,mujer/otro,mestizo,casado.o.union.libre,Medium (4-6),Yes,Interrupted,>394,Adult man,Bottled water,single,no,none,treatment,no store,yes,2,20,148
526,Borbon,>60,hombre,mestizo,divorced/separated/widowed,Medium (4-6),Yes,Continuous,<= $394,Adult man,Bottled water,single,no,treatment,none,store,no,0,17,119
529,Borbon,47-60,hombre,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),Yes,Continuous,>394,Adult man,Bottled water,single,no,treatment,treatment,store,yes,3,17,140
532,Maldonado,47-60,mujer/otro,mestizo,casado.o.union.libre,Small (up to 3),Yes,Interrupted,Skipped,Adult woman,Bottled water,single,no,treatment,none,store,no,1,9,78
533,Borbon,>60,hombre,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),Yes,Interrupted,Skipped,Adult man,Bottled water,single,no,treatment,none,store,no,1,20,144
533,Maldonado,>60,hombre,mestizo,soltero,Large (more than 6),Yes,Interrupted,Skipped,Adult woman,No bottled water,multiple,no,treatment,none,store,no,1,9,78
535,Borbon,47-60,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Interrupted,>394,Adult woman,Bottled water,single,no,none,none,store,no,1,20,144
535,Maldonado,36-46,hombre,mestizo,casado.o.union.libre,Small (up to 3),Yes,Interrupted,Skipped,Adult woman,Bottled water,single,no,treatment,none,store,no,2,0,48
536,Borbon,>60,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Continuous,>394,Adult woman,Bottled water,single,no,treatment,none,store,no,4,23,165
537,Borbon,47-60,hombre,mestizo,casado.o.union.libre,Small (up to 3),No,Continuous,Skipped,Adult woman,Bottled water,single,no,none,none,store,no,3,22,160
